id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_GV06_manavgsu	Mānava-Gṛhyasūtra [Maitrāyaṇīyamānava-Gṛhyasūtra]	anonymous/traditional (Mānava school)	anonymous (Mānava/Maitrāyaṇīya school of the Yajurveda)	anonymous	False	gretil-header; secondary:cleaned_Haunting the Buddha...Robert DeCaroli, 2004.txt	Anonymous Mānava/Maitrāyaṇīya school sūtra text, mula only; 'Mānava' is a school designation, not a personal author.
SA_GV06_asvgs_u	Āśvalāyana-Gṛhyasūtra	Āśvalāyana (traditional)	Āśvalāyana (eponymous/traditional)	traditional	False	gretil-header; secondary:cleaned_Vedic Literature. Samhitas and Brahmanas_Jan Gonda, 1975.txt	Eponymous school founder; single sūtra text, no verse/commentary conflation. Companion to Āśvalāyana-Śrautasūtra.
SA_GV06_kaussu_u	Kauśika-Sūtra	attributed to Kauśika	Kauśika (eponymous/traditional)	traditional	False	gretil-header; secondary:cleaned_Vedic Literature. Samhitas and Brahmanas_Jan Gonda, 1975.txt	Atharvaveda (Śaunaka) Kalpasūtra; traditional ascription to Kauśika, historically uncertain. No multi-author structure in the edition.
SA_GV06_vargs_u	Vārāha-Gṛhyasūtra	anonymous/traditional (Vārāha/Maitrāyaṇīya school)	anonymous (Vārāha/Maitrāyaṇīya school)	anonymous	False	gretil-header	School-affiliated, genuinely anonymous; traditional label 'Vārāha' is a śākhā name, not a personal ascription.
SA_GV06_sankhssu	Śāṅkhāyana-Śrautasūtra	attributed to Śāṅkhāyana (Sāṅkhāyana)	Śāṅkhāyana (eponymous/traditional; Kauṣītaki lineage)	traditional	False	gretil-header; web:https://www.wisdomlib.org/definition/shankhayana; web:https://www.oxfordreference.com/display/10.1093/oi/authority.20110803100441116	Eponymous reputed author; doctrine traced to Kauṣītaki teacher-lineage. Single śrauta sūtra, no verse/commentary conflation.
SA_GV06_kauthgsu	Kauthuma-Gṛhyasūtra	anonymous/traditional (Kauthuma school)	anonymous (Kauthuma school of the Sāmaveda)	anonymous	False	gretil-header; web:https://www.hindupedia.com/en/Gobhila	Anonymous, Kauthuma-śākhā label only; not to be conflated with Gobhila-Gṛhyasūtra (the main Kauthuma gṛhya manual). Single text, no commentary layer.
SA_GV06_apsulb_u	Āpastamba-Śulbasūtra	Āpastamba (traditional)	Āpastamba (eponymous/traditional)	traditional	False	gretil-header	Eponymous ascription to Āpastamba (geometry/altar-construction sūtra). GRETIL etext is the bare sūtra extracted from a commented version; the commentary (e.g. Kapardisvāmin/Sundararāja) is NOT included, so no conflation in this record.
SA_GV06_sankhgsu	Śāṅkhāyana-Gṛhyasūtra	attributed to Śāṅkhāyana (Kauṣītaki tradition)	Śāṅkhāyana (traditional eponym, Kauṣītaki/Ṛgvedic school)	traditional	False	gretil-header; web:https://www.oxfordreference.com/display/10.1093/oi/authority.20110803100441116	Eponymous/legendary teacher, not a securely individual historical author; school text of the Kauṣītaki/Śāṅkhāyana Ṛgvedins. Closely parallel to the Kauṣītaki-Gṛhyasūtra.
SA_GV06_vaitss_u	Vaitāna-Śrautasūtra [Vaitānasūtra]	anonymous/traditional (Atharvaveda, Śaunaka school)	anonymous (Atharvaveda Śaunaka Śrautasūtra); commentary Ākṣepānuvidhi by Somāditya	conflated	True	gretil-header; web:https://animeshnagarblog.wordpress.com/2014/08/19/vaitana-srauta-sutra-a-introduction/	Edition/file conflates two distinct authorial layers: anonymous Atharvavedic root Śrautasūtra + Somāditya's commentary Ākṣepānuvidhi. Root not attributable to a real person (eponymic/first-word name).
SA_GV06_asvss_u	Āśvalāyana-Śrautasūtra	Āśvalāyana (traditional)	Āśvalāyana (traditional eponym, Ṛgveda; pupil of Śaunaka)	traditional	False	gretil-header; tradition	Eponymous teacher of the Āśvalāyana Ṛgvedic school; traditional ascription, not a documented individual author. No commentary bundled in this file.
SA_GS24_paninipu	Aṣṭādhyāyī	Pāṇini	Pāṇini	secure	False	gretil-header	Editorial provenance: sūtra-pāṭha lifted from the Kāśikā commentary, not a directly transmitted Pāṇini MS; this is a text-constitution note, not a change of authorship. Sūtras securely Pāṇini's. (paninipu = sūtras in text order.)
SA_GS24_panini_u	Aṣṭādhyāyī	Pāṇini	Pāṇini	secure	False	gretil-header	Duplicate of the Aṣṭādhyāyī, alphabetically/index-ordered variant (paniniiu). Sūtras securely Pāṇini's; Kāśikā only the source of the extracted text. Text-constitution note only.
SA_GV06_apastgcu	Āpastamba-Gṛhyasūtra	attributed to Āpastamba	Āpastamba (traditional, mūla); Haradatta (Anākulāvṛtti); Sudarśanācārya (Gṛhyatātparyadarśana)	conflated	True	gretil-header	Single title conflates three distinct authorial layers: traditional/eponymic Āpastamba mūla + Haradatta's Anākulā(vṛtti) + Sudarśanācārya's Gṛhyatātparyadarśana(vyākhyā). Root attribution is traditional, not a documented individual.
SA_GV05_kaivup_u	Kaivalya-Upaniṣad	anonymous/traditional	anonymous (Atharvaveda; later Śaiva Upaniṣad)	anonymous	False	gretil-header	Colophon ascribes to Atharvaveda, no human author. Genuinely anonymous; a late Śaiva Upaniṣad.
SA_GV06_jaimigsu	Jaimini-Gṛhyasūtra	attributed to the Jaiminīya school (trad. Jaimini)	anonymous (Jaiminīya school of the Sāmaveda; traditionally ascribed to Jaimini)	traditional	False	secondary:cleaned_Feeding the Dead. Ancestor Worship in Ancient India_Matthew R. Sayers (2013).txt	Jaiminīya/Sāmaveda school composition; 'Jaimini' is an eponymous/traditional founder ascription, not a verified author.
SA_GV05_sirup_u	Śira-Upaniṣad [Atharvaśira-Upaniṣad]	anonymous/traditional	anonymous (Atharvaveda; Atharvaśira-Upaniṣad)	anonymous	False	gretil-header	Colophon ascribes to Atharvaveda; genuinely anonymous Śaiva-leaning Atharvan Upaniṣad.
SA_GV05_kathop_u	Kaṭha-Upaniṣad	anonymous/traditional (Kaṭha school)	anonymous (Kaṭha/Kāṭhaka school of the Black Yajurveda)	anonymous	False	gretil-header	Anonymous; associated with the Kaṭha (Kāṭhaka) school. Naciketas is a dramatis persona, not the composer.
SA_GV05_isup___u	Īśa-Upaniṣad [Īśāvāsyopaniṣad]	anonymous/traditional	anonymous (final adhyāya of the Vājasaneyi-Saṃhitā, Śukla Yajurveda)	anonymous	False	gretil-header	Mūla is anonymous (= VS 40). Śaṅkara is a later commentator (bhāṣya), distinct from the root text and outside this item's scope; no conflation in the mūla itself.
SA_GV05_svetugpu	Śvetāśvatara-Upaniṣad	anonymous/traditional (ascribed to Śvetāśvatara)	anonymous (traditionally ascribed to the sage Śvetāśvatara)	traditional	False	gretil-header	Traditional eponymous ascription to sage Śvetāśvatara (self-named at 6.21); a Black Yajurveda theistic Upaniṣad, effectively anonymous in authorship.
SA_GV05_svetu_pu	Śvetāśvatara-Upaniṣad	anonymous/traditional (ascribed to the sage Śvetāśvatara)	anonymous (traditional ascription: the sage Śvetāśvatara)	anonymous	False	gretil-header	Eponymous sage Śvetāśvatara named in 6.21 is a traditional/legendary ascription; actual composition anonymous. GRETIL file is mūla only, no commentary.
SA_GSD37_apastd_u	Āpastamba-Dharmasūtra	anonymous/traditional (Āpastamba school of the Kṛṣṇa Yajurveda)	anonymous (Āpastamba school; eponym Āpastamba)	anonymous	False	gretil-header	Traditional eponymous ascription to Āpastamba (school founder); text is a corporate sūtra of the Āpastamba caraṇa. Mūla only on GRETIL.
SA_GV05_isupsb_u	Īśa-Upaniṣad [Īśāvāsyopaniṣad]	anonymous/traditional	anonymous (mūla); Śaṅkara (bhāṣya)	conflated	True	gretil-header	Single title conflates anonymous mūla Upaniṣad + Śaṅkara's bhāṣya (commentary). Colophon ascribes bhāṣya to Śaṅkara (traditional but standard ascription). Roles separated.
SA_GSP32_vaissu1u	Vaiśeṣikasūtra	Kaṇāda (Kaśyapa/Ulūka)	Kaṇāda (traditional; alias Ulūka, gotra Kaśyapa) — composite redaction	traditional	False	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Traditional/legendary ascription to sage Kaṇāda (Ulūka, atom-eater). Extant text is a composite redaction (c. turn of CE), so single-author attribution is conventional, not historical. GRETIL file is mūla only — Candrānanda's vṛtti from the edition is NOT included.
SA_GV06_rgvidh_u	Ṛgvidhāna	attributed (traditionally) to Śaunaka	anonymous (traditional ascription: Śaunaka)	traditional	False	web:https://www.hindupedia.com/en/Rgvidh%C4%81na	Traditional ascription to Śaunaka (Vedic school eponym). Metrical manual of Ṛgvedic mantra-application; regarded as later/post-Vedic. No individual historical author securely established.
SA_GSD37_gautdh_u	Gautama-Dharmasūtra	anonymous/traditional (Gautama; associated with the Sāmaveda)	anonymous (Gautama school; eponym Gautama)	anonymous	False	gretil-header	Traditional eponymous ascription to Gautama; no historical individual author. GRETIL note explicitly: no formal colophon naming him. Mūla only.
SA_GSD37_baudhd_u	Baudhāyana-Dharmasūtra	anonymous/traditional (Baudhāyana school of the Taittirīya Yajurveda)	anonymous (Baudhāyana school of the Taittirīya/Kṛṣṇa Yajurveda)	anonymous	False	gretil-header	Traditionally ascribed to the sage/teacher Baudhāyana (school eponym); composite school redaction. This e-text is mūla only; Govinda Svāmin's Vivaraṇa not included.
SA_GS38_kautil	Arthaśāstra	Kauṭilya (Cāṇakya / Viṣṇugupta); composite, multiple hands	Kauṭilya (Viṣṇugupta / Cāṇakya) — traditional; text composite/multi-authored	disputed	True	secondary:cleaned_Buddhism in the Shadow of Brahmanism_Johannes Bronkhorst, 2011.txt	Traditional single author Kauṭilya disputed; text is a composite stratified work (Trautmann statistical analysis). Conflation: nominal author vs. earlier sourced ārya-teachers vs. later redactor.
SA_GSD37_gautdhcu	Gautama-Dharmasūtra	anonymous/traditional (ascribed to the sage Gautama)	anonymous (mūla, ascribed to Gautama); Maskarin (Maskarī) — bhāṣya	conflated	True	gretil-header	current_author records only Gautama; this e-text conflates anonymous mūla (ascribed Gautama) + Maskarin's bhāṣya. Colophon names Maskarin. Mislabeled 'Gautama-Gṛhyasūtra' on Sansknet.
SA_T07_dhrmsk_u	Dharmaskandha	anonymous/traditional (ascribed to Śāriputra in Sanskrit/Tibetan sources, to Maudgalyāyana in Chinese sources)	traditional: Śāriputra (Sanskrit/Tibetan tradition) / Maudgalyāyana (Chinese tradition); actually anonymous Sarvāstivāda Abhidharma	traditional	False	secondary:cleaned_Vasubandhu's Abhidharmakosa and the Commentaries Preserved in the Tanjur_Marek Mejor, 1991_OCR.txt	Two divergent traditional ascriptions (Śāriputra vs Maudgalyāyana) for a single anonymous canonical Abhidharma text — competing legendary attributions, not multiple historical authors of distinct parts, so conflation_flag=false.
SA_GV05_prasupbu	Praśna-Upaniṣad	anonymous/traditional	anonymous (mūla Upaniṣad); Śaṅkara (Śaṅkarācārya) — bhāṣya	conflated	True	gretil-header	current_author=anonymous omits the Śaṅkara bhāṣya present in THIS file (the 'bu' variant). Conflates anonymous mūla + Śaṅkara commentary.
SA_GV05_prasup_u	Praśna-Upaniṣad	anonymous/traditional	anonymous (mūla Upaniṣad of the Atharvaveda, Pippalāda school)	anonymous	False	gretil-header	Mūla-only variant (contrast prasupbu which adds Śaṅkara's bhāṣya). Genuinely anonymous; no conflation.
SA_GV05_mand_upu	Māṇḍūkya-Upaniṣad	anonymous/traditional	anonymous (Upaniṣad, 12 mantras); Gauḍapāda (kārikās)	conflated	True	gretil-header + content; secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt	Title says 'Upaniṣad' but file interleaves the anonymous Upaniṣad with Gauḍapāda's kārikās (29 vv. = Āgama-prakaraṇa). Upaniṣad proper is anonymous Vedic; kārikās are by Gauḍapāda (c. 6th c. CE).
SA_GSD37_vasist_u	Vāsiṣṭha-Dharmasūtra	anonymous/traditional (Vasiṣṭha school)	anonymous (Vasiṣṭha school; pseudepigraphically ascribed to sage Vasiṣṭha)	anonymous	False	gretil-header	Eponymous/pseudepigraphic ascription to sage Vasiṣṭha; actual composition anonymous (Vasiṣṭha dharma school). No colophon naming a person.
SA_GE09_ram_04_u	Rāmāyaṇa: 4. Kiṣkindhākāṇḍa	Vālmīki (traditional)	Vālmīki (traditional ascription); anonymous/composite	traditional	False	gretil-header + tradition	Traditional single-author ascription to Vālmīki; text is composite/redacted. This book (4) belongs to the older core, not the later-added first/last kāṇḍas.
SA_GE07_mbh_05_u	Mahābhārata: Udyogaparvan	attributed to Vyāsa (traditional); anonymous/composite	anonymous/composite (traditionally ascribed to Vyāsa)	traditional	False	gretil-header + tradition	Traditional ascription to (legendary) Vyāsa; actually anonymous/composite epic redacted over centuries.
SA_GE07_mbh_02_u	Mahābhārata: Sabhāparvan	anonymous/traditional (ascribed to Vyāsa)	anonymous/composite (traditionally ascribed to Vyāsa)	traditional	False	gretil-header + tradition	Same as other parvans: traditional/legendary ascription to Vyāsa, composite anonymous epic.
SA_GE07_mbh_09_u	Mahābhārata: Śalyaparvan	anonymous/traditional (ascribed to Vyāsa)	anonymous/composite (traditionally ascribed to Vyāsa)	traditional	False	gretil-header + tradition	Traditional/legendary ascription to Vyāsa; composite anonymous epic redacted over centuries.
SA_GE09_ram_03_u	Rāmāyaṇa: 3. Araṇyakāṇḍa	Vālmīki (traditional)	Vālmīki (traditional poet); composite/multi-layered transmission	traditional	False	gretil-header; secondary:cleaned_Geschichte_der_altindischen_Literatur_Klaus_Mylius_2003.txt; tradition	Traditional single-author ascription to Vālmīki retained; scholarly view = composite oral-poetic transmission, not a single historical author. Not a conflation of named authors, so conflation_flag=false; redactional layering noted.
SA_GE07_mbh_03_u	Mahābhārata: Āraṇyakaparvan	anonymous/traditional (ascribed to Vyāsa)	anonymous (composite); traditionally ascribed to Vyāsa	traditional	False	gretil-header; tradition	Vyāsa is the legendary/traditional author; actual authorship anonymous and composite. Single parvan of one epic — not a conflation of distinct named authors.
SA_GE07_mbh_08_u	Mahābhārata: Karṇaparvan	anonymous/traditional (ascribed to Vyāsa)	anonymous (composite); traditionally ascribed to Vyāsa	traditional	False	gretil-header; tradition	Same as other Mbh parvans: legendary author Vyāsa, real authorship anonymous/composite. Not a conflation of distinct named authors.
SA_GV05_mandup_u	Māṇḍūkya-Upaniṣad	anonymous/traditional	anonymous (Vedic Upaniṣad)	anonymous	False	gretil-header	Verified the file contains only the anonymous Upaniṣad mula, NOT Gauḍapāda's Mānḍūkyakārikā/Āgamaśāstra — so no conflation here. The full commented work would conflate (anonymous Upaniṣad + Gauḍapāda's kārikās + Śaṅkara's bhāṣya), but the GRETIL text is mula only.
SA_GE07_mbh_01_u	Mahābhārata: Ādiparvan	attributed to Vyāsa (traditional); anonymous/composite	anonymous (composite); traditionally ascribed to Vyāsa	traditional	False	gretil-header; tradition	Current_author already captures the dual traditional-Vyāsa / anonymous-composite picture. Ādiparvan (Book 1) is the frame book; legendary author Vyāsa, real authorship anonymous. Not a conflation of distinct named authors.
SA_K05_bsu049_u	Aṣṭasāhasrikā Prajñāpāramitā [Aṣṭasāhasrikāprajñāpāramitāsūtra]	anonymous/traditional	anonymous (Mahāyāna sūtra, composite)	anonymous	False	gretil-header; secondary:cleaned_Sinicization_of_Buddhism_Whitehead_1976.txt	Anonymous Mahāyāna sūtra (canonically 'spoken by the Buddha' / pseudo-buddhavacana but treated as anonymous composite). Edition pairs it with Haribhadra's Āloka, but the e-text is the root sūtra alone — no author conflation in the file itself. Restored missing portion from Karashima noted as editorial, not authorial.
SA_GE07_mbh_07_u	Mahābhārata: Droṇaparvan	anonymous/traditional (ascribed to Vyāsa)	anonymous/composite (traditionally Vyāsa)	traditional	False	gretil-header	Traditional single-author ascription to Vyāsa is legendary; actual text is an anonymous composite. Critical edition redactor: S. K. De (BORI).
SA_K14_dhppat_u	Patna Dharmapada	anonymous/traditional	anonymous (canonical Buddhist anthology)	anonymous	False	secondary:cleaned_Almogi_ed._Evolution of scriptures, formation of canons_the Buddhist case.txt	No author; canonical anthology. Skilling (1997) ascribes school to Sāṃmatīya; ms. discovered by Rāhula Sāṅkṛtyāyana in Tibet, ~12th-c. Eastern Indian script. Editor Cone; transcriber Tamai.
